ID,Sales
883,124.97473211779322
884,112.81276085057453
885,104.34605347298235
886,125.05875144381217
887,53.31087709193138
888,86.59726733677952
889,80.64794359375558
890,74.58112569196491
891,71.53812481195433
892,69.67216514584848
893,74.03943931224933
894,50.51595717759827
895,56.55708165140275
896,148.3742395388983
897,119.11981556425626
898,112.00442820613746
899,103.94167284757353
900,102.62591344428304
901,49.59962407761151
902,80.24873023003187
903,73.24530665645132
904,69.12452731040389
905,68.14494579435406
906,70.16183059455885
907,70.1515470649335
908,47.41796292887679
909,53.46732120273933
910,142.17689890853623
911,135.42931537672706
912,119.39054072770169
913,110.56829042021648
914,95.6469962907434
915,51.885429852161494
916,80.15649069324009
917,72.6688158994629
918,67.07120185119405
919,72.02840832021684
920,67.89261882009527
921,65.91678654258692
922,50.01392126334064
923,51.964606800192165
924,143.41448257559563
925,108.68035725018342
926,109.60664092402388
927,99.97920561787247
928,101.52890368437384
929,49.478531228859
930,81.02347633799184
931,72.4943873750034
932,70.54660914486064
933,71.99061239087898
934,70.59151087122805
935,73.13025224176252
936,49.38997541440471
937,51.75495491270875
938,149.3891748875016
939,125.43100707841225
940,110.72716244046582
941,108.15653114057876
942,106.67100279173536
1825,167.56518502486864
1826,150.8823004547911
1827,93.57617641386756
1828,169.60311484395413
1829,79.44841331621174
1830,121.06627332693128
1831,109.5908398320828
1832,105.04559659377847
1833,101.4797193313845
1834,101.43902769112957
1835,109.9463848552632
1836,74.66042974869595
1837,87.38081564975485
1838,192.69551766405513
1839,157.68100231877617
1840,148.66394699102065
1841,141.80066160574185
1842,135.8692800369009
1843,77.86631500583077
1844,114.62738658858348
1845,103.12504691033769
1846,98.76068383310978
1847,97.14523789278931
1848,102.7165635317063
1849,102.49622742779005
1850,71.53153668875864
1851,81.51620118274455
1852,186.0075929469213
1853,178.8434657094041
1854,158.19686732353634
1855,155.51014049316592
1856,137.79698767678653
1857,84.00137833813163
1858,117.515563884263
1859,106.92405472918199
1860,97.85967394640232
1861,101.34733066247142
1862,100.45970235556624
1863,97.64911826459155
1864,75.90423950547569
1865,82.2327944389261
1866,187.85346928575035
1867,147.35810520380792
1868,144.93427008333887
1869,143.2478453121733
1870,143.62127270295693
1871,74.02784417879847
1872,118.3613045111098
1873,104.96485143109895
1874,102.95792956877571
1875,101.7863950115196
1876,103.97397511548851
1877,108.77543934795109
1878,72.24214079457175
1879,84.33561348337628
1880,195.00532379181791
1881,166.76749740975993
1882,152.41946013040175
1883,153.94182018097007
1884,150.85221832818794
2767,206.8005258435409
2768,185.27634727892374
2769,181.5219286215503
2770,219.12822859722502
2771,118.33070824032214
2772,157.03073499095365
2773,139.8579611624213
2774,136.94356035178197
2775,134.72553777673875
2776,137.90404881434614
2777,151.58984085878498
2778,113.55988061404338
2779,114.67071216471382
2780,228.5716702380711
2781,192.67387548792004
2782,180.8704180595016
2783,178.70672814180674
2784,177.59298969096326
2785,109.14518401631125
2786,140.1026451874728
2787,132.5666257693768
2788,125.59391713175215
2789,126.34917610231221
2790,128.11627945897584
2791,142.56389633098914
2792,111.42091879701249
2793,110.84803871062475
2794,232.93589373221576
2795,211.36361563295705
2796,202.73213608585408
2797,196.13675196123563
2798,169.9544415774407
2799,125.6191463650024
2800,146.98408469200538
2801,141.53905043455686
2802,130.0998066884395
2803,127.81184829963402
2804,133.33295422321234
2805,135.88762386183637
2806,107.61584022430648
2807,107.50162292757248
2808,225.8958460872939
2809,190.21877771478395
2810,171.91005480624523
2811,183.83718962396472
2812,169.54343545854218
2813,115.26674187830022
2814,148.22840089693534
2815,142.60083401844625
2816,128.0441885852103
2817,121.70002523784134
2818,135.09276897890038
2819,136.8796363093508
2820,107.58219600847114
2821,107.32734070963782
2822,211.9812083385404
2823,184.40975011104507
2824,171.6104677358593
2825,179.04983195484033
2826,178.27386957711258
3709,142.75339782703617
3710,128.16517090692636
3711,122.32603887000867
3712,149.25047942946003
3713,58.790511329089554
3714,104.83480237364957
3715,96.61301040599264
3716,94.25794287636863
3717,90.35370562356226
3718,90.65865755608289
3719,96.2881426997509
3720,58.78252385337096
3721,73.25450750408166
3722,167.39700229001164
3723,135.20241193076373
3724,125.69735926122578
3725,120.03287421748452
3726,119.06554256032724
3727,57.38898887309496
3728,101.51548074872727
3729,92.07941244078674
3730,90.1607870382501
3731,87.51358969902515
3732,91.41100087365966
3733,90.25870034487704
3734,54.391334061419144
3735,66.95054322146306
3736,162.7218062785607
3737,151.28899987422625
3738,135.82206277917575
3739,133.1851089284239
3740,116.73493721626126
3741,61.2521361488109
3742,100.64187177204568
3743,90.4149560777259
3744,85.66954586715602
3745,89.86628281576641
3746,87.56377640383704
3747,84.27634115409144
3748,58.99399912697453
3749,67.78898280110919
3750,160.81033569805277
3751,122.18686246735096
3752,124.60900021563485
3753,119.74295253065226
3754,118.64039852934441
3755,54.65459347858667
3756,96.77088753282074
3757,88.42734848196855
3758,86.68279587353807
3759,88.98083756021195
3760,90.59874145979828
3761,94.63686967434764
3762,55.26207087353586
3763,67.6402380536666
